Entity,Code,Day,total_vaccinations
Turkey,TUR,4/30/2021,22816891
Turkey,TUR,5/1/2021,22899046
Turkey,TUR,5/2/2021,23006734
Turkey,TUR,5/3/2021,23294477
Turkey,TUR,5/4/2021,23729113
Turkey,TUR,5/5/2021,24103883
Turkey,TUR,5/6/2021,24467719
Turkey,TUR,5/7/2021,24691044
Turkey,TUR,5/8/2021,24853353
Turkey,TUR,5/9/2021,24918773
Turkey,TUR,5/10/2021,25018078
Turkey,TUR,5/11/2021,25178674
Turkey,TUR,5/12/2021,25348875
Turkey,TUR,5/13/2021,25402277
Turkey,TUR,5/14/2021,25561998
Turkey,TUR,5/15/2021,25687427
Turkey,TUR,5/16/2021,25772743
Turkey,TUR,5/17/2021,25950934
Turkey,TUR,5/18/2021,26537163
Turkey,TUR,5/19/2021,26821460
Turkey,TUR,5/20/2021,27083374
Turkey,TUR,5/21/2021,27745400
Turkey,TUR,5/22/2021,27818947
Turkey,TUR,5/23/2021,28048727
Turkey,TUR,5/24/2021,28161235
Turkey,TUR,5/25/2021,28397847
Turkey,TUR,5/26/2021,28511333
Turkey,TUR,5/27/2021,28605453
Turkey,TUR,5/28/2021,28730177
Turkey,TUR,5/29/2021,28802681
Turkey,TUR,5/30/2021,28960961
Turkey,TUR,5/31/2021,29171543
Turkey,TUR,6/1/2021,29375685
Turkey,TUR,6/2/2021,29657059
Turkey,TUR,6/3/2021,30129259
Turkey,TUR,6/4/2021,30318510
Turkey,TUR,6/5/2021,30576062
Turkey,TUR,6/6/2021,30857320
Turkey,TUR,6/7/2021,31246323
Turkey,TUR,6/8/2021,31589838
Turkey,TUR,6/9/2021,31987341
Turkey,TUR,6/10/2021,32507572
Turkey,TUR,6/11/2021,32952991
Turkey,TUR,6/12/2021,33428162
Turkey,TUR,6/13/2021,34052689
Turkey,TUR,6/14/2021,34778165
Turkey,TUR,6/15/2021,36241225
Turkey,TUR,6/16/2021,37739099
Turkey,TUR,6/17/2021,39446201
Turkey,TUR,6/18/2021,40619152
Turkey,TUR,6/19/2021,41194790
Turkey,TUR,6/20/2021,42613378
Turkey,TUR,6/21/2021,43629179
Turkey,TUR,6/22/2021,44080123
Turkey,TUR,6/23/2021,44951168
Turkey,TUR,6/24/2021,45831738
Turkey,TUR,6/25/2021,46633976
Turkey,TUR,6/26/2021,47079628
Turkey,TUR,6/27/2021,47773102
Turkey,TUR,6/28/2021,48938717
Turkey,TUR,6/29/2021,49401445
Turkey,TUR,6/30/2021,50608142
Turkey,TUR,7/1/2021,51212188
Turkey,TUR,7/2/2021,52104718
Turkey,TUR,7/3/2021,52479924
Turkey,TUR,7/4/2021,53226310
Turkey,TUR,7/5/2021,54148190
Turkey,TUR,7/6/2021,55004225
Turkey,TUR,7/7/2021,55808670
Turkey,TUR,7/8/2021,56646457
Turkey,TUR,7/9/2021,57248834
Turkey,TUR,7/10/2021,57583424
Turkey,TUR,7/11/2021,58155459
Turkey,TUR,7/12/2021,59087644
Turkey,TUR,7/13/2021,60047995
Turkey,TUR,7/14/2021,61011929
Turkey,TUR,7/15/2021,62378829
Turkey,TUR,7/16/2021,62537504
Turkey,TUR,7/17/2021,63070377
Turkey,TUR,7/18/2021,63432446
Turkey,TUR,7/19/2021,63860891
Turkey,TUR,7/20/2021,63929646
Turkey,TUR,7/21/2021,64438877
Turkey,TUR,7/22/2021,65102892
Turkey,TUR,7/23/2021,65329543
Turkey,TUR,7/24/2021,65783297
Turkey,TUR,7/25/2021,66806525
Turkey,TUR,7/26/2021,68082990
Turkey,TUR,7/27/2021,69240538
Turkey,TUR,7/28/2021,70436741
Turkey,TUR,7/29/2021,71842834
Turkey,TUR,7/30/2021,72929642
Turkey,TUR,7/31/2021,73272667
Turkey,TUR,8/1/2021,73493059
Turkey,TUR,8/2/2021,73887381
Turkey,TUR,8/3/2021,74330222
Turkey,TUR,8/4/2021,74335704
Turkey,TUR,8/5/2021,74512881
Turkey,TUR,8/6/2021,75102478
Turkey,TUR,8/7/2021,75674278
Turkey,TUR,8/8/2021,76029390
Turkey,TUR,8/9/2021,76602059
Turkey,TUR,8/10/2021,78265217
Turkey,TUR,8/11/2021,79639120
Turkey,TUR,8/12/2021,81436011
Turkey,TUR,8/13/2021,82021528
Turkey,TUR,8/14/2021,82865497
Turkey,TUR,8/15/2021,83338627
Turkey,TUR,8/16/2021,84055687
Turkey,TUR,8/17/2021,85004270
Turkey,TUR,8/18/2021,86413722
Turkey,TUR,8/19/2021,87195574
Turkey,TUR,8/20/2021,88059440
Turkey,TUR,8/21/2021,88443350
Turkey,TUR,8/22/2021,88760525
Turkey,TUR,8/23/2021,89651157
Turkey,TUR,8/24/2021,90405737
Turkey,TUR,8/25/2021,91081547
Turkey,TUR,8/26/2021,91747545
Turkey,TUR,8/27/2021,92391003
Turkey,TUR,8/28/2021,92710374
Turkey,TUR,8/29/2021,93004856
Turkey,TUR,8/30/2021,93318338
Turkey,TUR,8/31/2021,94167554
Turkey,TUR,9/1/2021,94873884
Turkey,TUR,9/2/2021,95565306
Turkey,TUR,9/3/2021,96378383
Turkey,TUR,9/4/2021,96761208
Turkey,TUR,9/5/2021,97113297
Turkey,TUR,9/6/2021,97981595
Turkey,TUR,9/7/2021,98828646
Turkey,TUR,9/8/2021,99582607
Turkey,TUR,9/9/2021,100267925
Turkey,TUR,9/10/2021,101048667
Turkey,TUR,9/11/2021,101454754
Turkey,TUR,9/12/2021,101748658
Turkey,TUR,9/13/2021,102431607
Turkey,TUR,9/14/2021,103001616
Turkey,TUR,9/15/2021,103526811
Turkey,TUR,9/16/2021,104020938
Turkey,TUR,9/17/2021,104593216
Turkey,TUR,9/18/2021,104894094
Turkey,TUR,9/19/2021,105110950
Turkey,TUR,9/20/2021,105611261
Turkey,TUR,9/21/2021,106066262
Turkey,TUR,9/22/2021,106492764
Turkey,TUR,9/23/2021,106893726
Turkey,TUR,9/24/2021,107380295
Turkey,TUR,9/25/2021,107641923
Turkey,TUR,9/26/2021,107840404
Turkey,TUR,9/27/2021,108305902
Turkey,TUR,9/28/2021,108734111
Turkey,TUR,9/30/2021,109495613
Turkey,TUR,10/1/2021,109925744
Turkey,TUR,10/2/2021,110159938
Turkey,TUR,10/3/2021,110333793
Turkey,TUR,10/4/2021,110745658
Turkey,TUR,10/5/2021,111078323
Turkey,TUR,10/6/2021,111391198
Turkey,TUR,10/7/2021,111674310
Turkey,TUR,10/8/2021,112037763
Turkey,TUR,10/9/2021,112225352
Turkey,TUR,10/10/2021,112360409
Turkey,TUR,10/11/2021,112666626
Turkey,TUR,10/12/2021,112941094
Turkey,TUR,10/13/2021,113183300
Turkey,TUR,10/14/2021,113418257
Turkey,TUR,10/15/2021,113709533
Turkey,TUR,10/16/2021,113862236
Turkey,TUR,10/17/2021,113971512
Turkey,TUR,10/18/2021,114207634
Turkey,TUR,10/19/2021,114425692
Turkey,TUR,10/20/2021,114620510
Turkey,TUR,10/21/2021,114807774
Turkey,TUR,10/22/2021,115040699
Turkey,TUR,10/23/2021,115164597
Turkey,TUR,10/24/2021,115255712
Turkey,TUR,10/25/2021,115480511
Turkey,TUR,10/26/2021,115674594
Turkey,TUR,10/27/2021,115861861
Turkey,TUR,10/28/2021,116023796
Turkey,TUR,10/29/2021,116123219
Turkey,TUR,10/30/2021,116210213
Turkey,TUR,10/31/2021,116280951
Turkey,TUR,11/1/2021,116486234
Turkey,TUR,11/2/2021,116663497
Turkey,TUR,11/3/2021,116831329
Turkey,TUR,11/4/2021,117008424
Turkey,TUR,11/5/2021,117223420
Turkey,TUR,11/6/2021,117311720
Turkey,TUR,11/7/2021,117378532
Turkey,TUR,11/8/2021,117562317
Turkey,TUR,11/9/2021,117723821
Turkey,TUR,11/10/2021,117866846
Turkey,TUR,11/11/2021,118029902
Turkey,TUR,11/12/2021,118219170
Turkey,TUR,11/13/2021,118302677
Turkey,TUR,11/14/2021,118367035
Turkey,TUR,11/15/2021,118559680
Turkey,TUR,11/16/2021,118727805
Turkey,TUR,11/17/2021,118883070
Turkey,TUR,11/18/2021,119029798
Turkey,TUR,11/19/2021,119200467
Turkey,TUR,11/20/2021,119272284
Turkey,TUR,11/21/2021,119327719
Turkey,TUR,11/22/2021,119473872
Turkey,TUR,11/23/2021,119602103
Turkey,TUR,11/24/2021,119726075
Turkey,TUR,11/25/2021,119844933
Turkey,TUR,11/26/2021,119987705
Turkey,TUR,11/27/2021,120058425
Turkey,TUR,11/28/2021,120114498
Turkey,TUR,11/29/2021,120261629
Turkey,TUR,11/30/2021,120390651
Turkey,TUR,12/1/2021,120516813
Turkey,TUR,12/2/2021,120640853
Turkmenistan,TKM,2/28/2021,51746
Turkmenistan,TKM,8/29/2021,7580976
Turks and Caicos Islands,TCA,1/10/2021,0
Turks and Caicos Islands,TCA,3/29/2021,24300
Turks and Caicos Islands,TCA,4/11/2021,25039
Turks and Caicos Islands,TCA,5/16/2021,30760
Turks and Caicos Islands,TCA,5/28/2021,36170
Turks and Caicos Islands,TCA,6/18/2021,38110
Turks and Caicos Islands,TCA,7/2/2021,45342
Turks and Caicos Islands,TCA,7/16/2021,46348
Turks and Caicos Islands,TCA,7/23/2021,47263
Turks and Caicos Islands,TCA,8/13/2021,49107
Turks and Caicos Islands,TCA,9/3/2021,50875
Turks and Caicos Islands,TCA,9/10/2021,51838
Turks and Caicos Islands,TCA,9/17/2021,52374
Turks and Caicos Islands,TCA,10/8/2021,54417
Turks and Caicos Islands,TCA,11/5/2021,56343
Tuvalu,TUV,4/27/2021,2400
Tuvalu,TUV,6/1/2021,2400
Tuvalu,TUV,6/15/2021,4772
Tuvalu,TUV,8/16/2021,8289
Tuvalu,TUV,8/26/2021,10692
Tuvalu,TUV,9/10/2021,10861
Tuvalu,TUV,10/22/2021,12114
Uganda,UGA,3/9/2021,0
Uganda,UGA,3/12/2021,1015
Uganda,UGA,3/13/2021,1215
Uganda,UGA,3/14/2021,1215
Uganda,UGA,3/15/2021,2841
Uganda,UGA,3/16/2021,4684
Uganda,UGA,3/17/2021,7920
Uganda,UGA,3/18/2021,13027
Uganda,UGA,3/19/2021,17543
Uganda,UGA,3/20/2021,19008
Uganda,UGA,3/21/2021,23527
Uganda,UGA,3/22/2021,25860
Uganda,UGA,3/23/2021,32526
Uganda,UGA,3/24/2021,46444
Uganda,UGA,3/25/2021,46664
Uganda,UGA,3/26/2021,46664
Uganda,UGA,3/27/2021,60139
Uganda,UGA,3/28/2021,69701
Uganda,UGA,3/29/2021,80836
Uganda,UGA,3/30/2021,90196
Uganda,UGA,4/4/2021,129634
Uganda,UGA,4/5/2021,138064
Uganda,UGA,4/6/2021,144025
Uganda,UGA,4/7/2021,163491
Uganda,UGA,4/8/2021,176469
Uganda,UGA,4/10/2021,180969
Uganda,UGA,4/11/2021,189409
Uganda,UGA,4/12/2021,197299
Uganda,UGA,4/13/2021,206708
Uganda,UGA,4/14/2021,220893
Uganda,UGA,4/16/2021,227691
Uganda,UGA,4/17/2021,232514
Uganda,UGA,4/18/2021,239617
Uganda,UGA,4/19/2021,245939
Uganda,UGA,4/20/2021,253562
Uganda,UGA,4/21/2021,268317
Uganda,UGA,4/24/2021,276306
Uganda,UGA,4/26/2021,304030
Uganda,UGA,4/27/2021,321350
Uganda,UGA,4/28/2021,330077
Uganda,UGA,5/1/2021,339607
Uganda,UGA,5/2/2021,341819
Uganda,UGA,5/3/2021,364582
Uganda,UGA,5/4/2021,375283
Uganda,UGA,5/5/2021,387024
Uganda,UGA,5/6/2021,392146
Uganda,UGA,5/7/2021,395805
Uganda,UGA,5/8/2021,399746
Uganda,UGA,5/9/2021,404972
Uganda,UGA,5/11/2021,418354
Uganda,UGA,5/12/2021,423092
Uganda,UGA,5/14/2021,430301
Uganda,UGA,5/16/2021,453422
Uganda,UGA,5/17/2021,466823
Uganda,UGA,5/19/2021,488986
Uganda,UGA,5/21/2021,506787
Uganda,UGA,5/22/2021,513338
Uganda,UGA,5/23/2021,530653
Uganda,UGA,5/24/2021,541569
Uganda,UGA,5/26/2021,565163
Uganda,UGA,5/27/2021,577036
Uganda,UGA,5/29/2021,595924
Uganda,UGA,5/30/2021,647357
Uganda,UGA,5/31/2021,672395
Uganda,UGA,6/1/2021,677084
Uganda,UGA,6/2/2021,706626
Uganda,UGA,6/5/2021,748676
Uganda,UGA,6/8/2021,757664
Uganda,UGA,6/10/2021,777805
Uganda,UGA,6/12/2021,786160
Uganda,UGA,6/13/2021,803797
Uganda,UGA,6/14/2021,806129
Uganda,UGA,6/15/2021,812118
Uganda,UGA,6/16/2021,821659
Uganda,UGA,6/17/2021,821659
Uganda,UGA,6/19/2021,831146
Uganda,UGA,6/20/2021,834271
Uganda,UGA,6/22/2021,841629
Uganda,UGA,6/23/2021,843039
Uganda,UGA,6/26/2021,854232
Uganda,UGA,6/27/2021,854443
Uganda,UGA,6/28/2021,856025
Uganda,UGA,6/29/2021,861645
Uganda,UGA,7/1/2021,990902
Uganda,UGA,7/3/2021,1027036
Uganda,UGA,7/4/2021,1058094
Uganda,UGA,7/10/2021,1076923
Uganda,UGA,7/12/2021,1079943
Uganda,UGA,7/13/2021,1085382
Uganda,UGA,7/18/2021,1087152
Uganda,UGA,7/19/2021,1101431
Uganda,UGA,7/21/2021,1106762
Uganda,UGA,7/22/2021,1110867
Uganda,UGA,7/28/2021,1135036
Uganda,UGA,7/30/2021,1143763
Uganda,UGA,8/3/2021,1150676
Uganda,UGA,8/5/2021,1152874
Uganda,UGA,8/20/2021,1163451
Uganda,UGA,8/21/2021,1297726
Uganda,UGA,9/1/2021,1436264
Uganda,UGA,9/22/2021,2058553
Uganda,UGA,10/7/2021,2615807
Uganda,UGA,10/14/2021,2793657
Uganda,UGA,10/21/2021,2990507
Uganda,UGA,10/28/2021,3269568
Uganda,UGA,11/4/2021,3604659
Uganda,UGA,11/10/2021,3898698
Uganda,UGA,11/15/2021,4751422
Ukraine,UKR,2/24/2021,159
Ukraine,UKR,2/25/2021,1338
Ukraine,UKR,2/26/2021,3051
Ukraine,UKR,2/27/2021,3141
Ukraine,UKR,2/28/2021,3141
Ukraine,UKR,3/1/2021,4905
Ukraine,UKR,3/2/2021,6888
Ukraine,UKR,3/3/2021,9568
Ukraine,UKR,3/4/2021,12481
Ukraine,UKR,3/5/2021,15758
Ukraine,UKR,3/6/2021,17037
Ukraine,UKR,3/7/2021,17947
Ukraine,UKR,3/8/2021,19118
Ukraine,UKR,3/9/2021,23480
Ukraine,UKR,3/10/2021,29378
Ukraine,UKR,3/11/2021,38237
Ukraine,UKR,3/12/2021,47541
Ukraine,UKR,3/13/2021,51137
Ukraine,UKR,3/14/2021,53155
Ukraine,UKR,3/15/2021,62083
Ukraine,UKR,3/16/2021,71923
Ukraine,UKR,3/17/2021,81755
Ukraine,UKR,3/18/2021,92714
Ukraine,UKR,3/19/2021,104342
Ukraine,UKR,3/20/2021,108310
Ukraine,UKR,3/21/2021,111025
Ukraine,UKR,3/22/2021,121929
Ukraine,UKR,3/23/2021,137026
Ukraine,UKR,3/24/2021,155587
Ukraine,UKR,3/25/2021,174325
Ukraine,UKR,3/26/2021,192264
Ukraine,UKR,3/27/2021,196880
Ukraine,UKR,3/28/2021,198465
Ukraine,UKR,3/29/2021,212898
Ukraine,UKR,3/30/2021,231566
Ukraine,UKR,3/31/2021,248736
Ukraine,UKR,4/1/2021,267833
Ukraine,UKR,4/2/2021,286647
Ukraine,UKR,4/3/2021,290566
Ukraine,UKR,4/4/2021,291824
Ukraine,UKR,4/5/2021,304680
Ukraine,UKR,4/6/2021,320265
Ukraine,UKR,4/7/2021,334578
Ukraine,UKR,4/8/2021,353147
Ukraine,UKR,4/9/2021,373005
Ukraine,UKR,4/10/2021,377053
Ukraine,UKR,4/11/2021,378269
Ukraine,UKR,4/12/2021,388404
Ukraine,UKR,4/13/2021,403556
Ukraine,UKR,4/14/2021,419300
Ukraine,UKR,4/15/2021,432820
Ukraine,UKR,4/16/2021,445864
Ukraine,UKR,4/17/2021,449197
Ukraine,UKR,4/18/2021,450650
Ukraine,UKR,4/19/2021,462794
Ukraine,UKR,4/20/2021,477836
Ukraine,UKR,4/21/2021,491880
Ukraine,UKR,4/22/2021,508049
Ukraine,UKR,4/23/2021,522388
Ukraine,UKR,4/24/2021,526919
Ukraine,UKR,4/25/2021,528033
Ukraine,UKR,4/26/2021,539133
Ukraine,UKR,4/27/2021,558723
Ukraine,UKR,4/28/2021,629192
Ukraine,UKR,4/29/2021,702568
Ukraine,UKR,4/30/2021,752553
Ukraine,UKR,5/1/2021,755214
Ukraine,UKR,5/2/2021,755391
Ukraine,UKR,5/3/2021,756310
Ukraine,UKR,5/4/2021,759735
Ukraine,UKR,5/5/2021,784229
Ukraine,UKR,5/6/2021,822196
Ukraine,UKR,5/7/2021,858242
Ukraine,UKR,5/8/2021,863085
Ukraine,UKR,5/9/2021,864089
Ukraine,UKR,5/10/2021,866283
Ukraine,UKR,5/11/2021,884547
Ukraine,UKR,5/12/2021,904933
Ukraine,UKR,5/13/2021,926520
Ukraine,UKR,5/14/2021,950158
Ukraine,UKR,5/15/2021,956322
Ukraine,UKR,5/16/2021,958552
Ukraine,UKR,5/17/2021,975784
Ukraine,UKR,5/18/2021,994872
Ukraine,UKR,5/19/2021,1012815
Ukraine,UKR,5/20/2021,1031728
Ukraine,UKR,5/21/2021,1049311
Ukraine,UKR,5/22/2021,1052814
Ukraine,UKR,5/23/2021,1054139
Ukraine,UKR,5/24/2021,1068195
Ukraine,UKR,5/25/2021,1084582
Ukraine,UKR,5/26/2021,1099713
Ukraine,UKR,5/27/2021,1116006
Ukraine,UKR,5/28/2021,1132821
Ukraine,UKR,5/29/2021,1141413
Ukraine,UKR,5/30/2021,1147581
Ukraine,UKR,5/31/2021,1161518
Ukraine,UKR,6/1/2021,1180402
Ukraine,UKR,6/2/2021,1214883
Ukraine,UKR,6/3/2021,1265723
Ukraine,UKR,6/4/2021,1323163
Ukraine,UKR,6/5/2021,1363264
Ukraine,UKR,6/6/2021,1388124
Ukraine,UKR,6/7/2021,1436285
Ukraine,UKR,6/8/2021,1489446
Ukraine,UKR,6/9/2021,1545019
Ukraine,UKR,6/10/2021,1599348
Ukraine,UKR,6/11/2021,1661410
Ukraine,UKR,6/12/2021,1696280
Ukraine,UKR,6/13/2021,1718499
Ukraine,UKR,6/14/2021,1768556
Ukraine,UKR,6/15/2021,1831147
Ukraine,UKR,6/16/2021,1907685
Ukraine,UKR,6/17/2021,1989398
Ukraine,UKR,6/18/2021,2056499
Ukraine,UKR,6/19/2021,2082102
Ukraine,UKR,6/20/2021,2086492
Ukraine,UKR,6/21/2021,2095458
Ukraine,UKR,6/22/2021,2149244
Ukraine,UKR,6/23/2021,2229169
Ukraine,UKR,6/24/2021,2325345
Ukraine,UKR,6/25/2021,2422475
Ukraine,UKR,6/26/2021,2466135
Ukraine,UKR,6/27/2021,2484766
Ukraine,UKR,6/28/2021,2501831
Ukraine,UKR,6/29/2021,2583468
Ukraine,UKR,6/30/2021,2676654
Ukraine,UKR,7/1/2021,2767613
Ukraine,UKR,7/2/2021,2862160
Ukraine,UKR,7/3/2021,2901017
Ukraine,UKR,7/4/2021,2925380
Ukraine,UKR,7/5/2021,2998614
Ukraine,UKR,7/6/2021,3092168
Ukraine,UKR,7/7/2021,3196848
Ukraine,UKR,7/8/2021,3306008
Ukraine,UKR,7/9/2021,3420668
Ukraine,UKR,7/10/2021,3462976
Ukraine,UKR,7/11/2021,3489332
Ukraine,UKR,7/12/2021,3572509
Ukraine,UKR,7/13/2021,3673755
Ukraine,UKR,7/14/2021,3782514
Ukraine,UKR,7/15/2021,3899890
Ukraine,UKR,7/16/2021,4011040
Ukraine,UKR,7/17/2021,4061475
Ukraine,UKR,7/18/2021,4098648
Ukraine,UKR,7/19/2021,4179663
Ukraine,UKR,7/20/2021,4279666
Ukraine,UKR,7/21/2021,4399756
Ukraine,UKR,7/22/2021,4539197
Ukraine,UKR,7/23/2021,4691872
Ukraine,UKR,7/24/2021,4763443
Ukraine,UKR,7/25/2021,4812500
Ukraine,UKR,7/26/2021,4938596
Ukraine,UKR,7/27/2021,5081924
Ukraine,UKR,7/28/2021,5225871
Ukraine,UKR,7/29/2021,5376124
Ukraine,UKR,7/30/2021,5526204
Ukraine,UKR,7/31/2021,5594703
Ukraine,UKR,8/1/2021,5632783
Ukraine,UKR,8/2/2021,5757944
Ukraine,UKR,8/3/2021,5911202
Ukraine,UKR,8/4/2021,6070323
Ukraine,UKR,8/5/2021,6237706
Ukraine,UKR,8/6/2021,6408308
Ukraine,UKR,8/7/2021,6487273
Ukraine,UKR,8/8/2021,6538718
Ukraine,UKR,8/9/2021,6678726
Ukraine,UKR,8/10/2021,6846399
Ukraine,UKR,8/11/2021,7008448
Ukraine,UKR,8/12/2021,7171758
Ukraine,UKR,8/13/2021,7333550
Ukraine,UKR,8/14/2021,7409698
Ukraine,UKR,8/15/2021,7460766
Ukraine,UKR,8/16/2021,7584403
Ukraine,UKR,8/17/2021,7702997
Ukraine,UKR,8/18/2021,7823001
Ukraine,UKR,8/19/2021,7952028
Ukraine,UKR,8/20/2021,8099146
Ukraine,UKR,8/21/2021,8165319
Ukraine,UKR,8/22/2021,8208034
Ukraine,UKR,8/23/2021,8279461
Ukraine,UKR,8/24/2021,8300200
Ukraine,UKR,8/25/2021,8462610
Ukraine,UKR,8/26/2021,8636045
Ukraine,UKR,8/27/2021,8802596
Ukraine,UKR,8/28/2021,8890163
Ukraine,UKR,8/29/2021,8931640
Ukraine,UKR,8/30/2021,9082122
Ukraine,UKR,8/31/2021,9239171
Ukraine,UKR,9/1/2021,9358193
Ukraine,UKR,9/2/2021,9510965
Ukraine,UKR,9/3/2021,9678454
Ukraine,UKR,9/4/2021,9747714
Ukraine,UKR,9/5/2021,9789501
Ukraine,UKR,9/6/2021,9923423
Ukraine,UKR,9/7/2021,10073041
Ukraine,UKR,9/8/2021,10234210
Ukraine,UKR,9/9/2021,10407825
Ukraine,UKR,9/10/2021,10591352
Ukraine,UKR,9/11/2021,10665796
Ukraine,UKR,9/12/2021,10710944
Ukraine,UKR,9/13/2021,10846167
Ukraine,UKR,9/14/2021,10987963
Ukraine,UKR,9/15/2021,11106749
Ukraine,UKR,9/16/2021,11229655
Ukraine,UKR,9/17/2021,11362214
Ukraine,UKR,9/18/2021,11420819
Ukraine,UKR,9/19/2021,11456848
Ukraine,UKR,9/20/2021,11565584
Ukraine,UKR,9/21/2021,11681589
Ukraine,UKR,9/22/2021,11826357
Ukraine,UKR,9/23/2021,11979985
Ukraine,UKR,9/24/2021,12138989
Ukraine,UKR,9/25/2021,12203210
Ukraine,UKR,9/26/2021,12240363
Ukraine,UKR,9/27/2021,12359741
Ukraine,UKR,9/28/2021,12491987
Ukraine,UKR,9/29/2021,12617990
Ukraine,UKR,9/30/2021,12747523
Ukraine,UKR,10/1/2021,12875593
Ukraine,UKR,10/2/2021,12928583
Ukraine,UKR,10/3/2021,12962507
Ukraine,UKR,10/4/2021,13062838
Ukraine,UKR,10/5/2021,13180072
Ukraine,UKR,10/6/2021,13302370
Ukraine,UKR,10/7/2021,13430055
Ukraine,UKR,10/8/2021,13578790
Ukraine,UKR,10/9/2021,13644843
Ukraine,UKR,10/10/2021,13683903
Ukraine,UKR,10/11/2021,13807133
Ukraine,UKR,10/12/2021,13959836
Ukraine,UKR,10/13/2021,14124223
Ukraine,UKR,10/14/2021,14159120
Ukraine,UKR,10/15/2021,14307558
Ukraine,UKR,10/16/2021,14390358
Ukraine,UKR,10/17/2021,14446255
Ukraine,UKR,10/18/2021,14639324
Ukraine,UKR,10/19/2021,14865911
Ukraine,UKR,10/20/2021,15117165
Ukraine,UKR,10/21/2021,15386831
Ukraine,UKR,10/22/2021,15676299
Ukraine,UKR,10/23/2021,15854029
Ukraine,UKR,10/24/2021,15955360
Ukraine,UKR,10/25/2021,16210280
Ukraine,UKR,10/26/2021,16501573
Ukraine,UKR,10/27/2021,16793558
Ukraine,UKR,10/28/2021,17082799
Ukraine,UKR,10/29/2021,17400008
Ukraine,UKR,10/30/2021,17577773
Ukraine,UKR,10/31/2021,17695591
Ukraine,UKR,11/1/2021,17968898
Ukraine,UKR,11/2/2021,18279337
Ukraine,UKR,11/3/2021,18578609
Ukraine,UKR,11/4/2021,18848929
Ukraine,UKR,11/5/2021,19127846
Ukraine,UKR,11/6/2021,19259252
Ukraine,UKR,11/7/2021,19344335
Ukraine,UKR,11/8/2021,19584775
Ukraine,UKR,11/9/2021,19852176
Ukraine,UKR,11/10/2021,20129273
Ukraine,UKR,11/11/2021,20408409
Ukraine,UKR,11/12/2021,20708263
Ukraine,UKR,11/13/2021,20853504
Ukraine,UKR,11/14/2021,20950877
Ukraine,UKR,11/15/2021,21218965
Ukraine,UKR,11/16/2021,21513820
Ukraine,UKR,11/17/2021,21811652
Ukraine,UKR,11/18/2021,22105972
Ukraine,UKR,11/19/2021,22417288
Ukraine,UKR,11/20/2021,22569609
Ukraine,UKR,11/21/2021,22669435
Ukraine,UKR,11/22/2021,22939693
Ukraine,UKR,11/23/2021,23225814
Ukraine,UKR,11/24/2021,23501133
Ukraine,UKR,11/25/2021,23775008
Ukraine,UKR,11/26/2021,24054784
Ukraine,UKR,11/27/2021,24194260
Ukraine,UKR,11/28/2021,24288230
Ukraine,UKR,11/29/2021,24514289
Ukraine,UKR,11/30/2021,24747760
Ukraine,UKR,12/1/2021,24952848
Ukraine,UKR,12/2/2021,25159558
United Arab Emirates,ARE,1/5/2021,826301
United Arab Emirates,ARE,1/6/2021,826301
United Arab Emirates,ARE,1/7/2021,887697
United Arab Emirates,ARE,1/8/2021,941556
United Arab Emirates,ARE,1/9/2021,1020349
United Arab Emirates,ARE,1/10/2021,1086568
United Arab Emirates,ARE,1/11/2021,1167251
United Arab Emirates,ARE,1/12/2021,1275652
United Arab Emirates,ARE,1/13/2021,1394580
United Arab Emirates,ARE,1/14/2021,1527833
United Arab Emirates,ARE,1/15/2021,1665987
United Arab Emirates,ARE,1/16/2021,1797926
United Arab Emirates,ARE,1/17/2021,1882778
United Arab Emirates,ARE,1/18/2021,1971521
United Arab Emirates,ARE,1/19/2021,2065367
United Arab Emirates,ARE,1/20/2021,2161150
United Arab Emirates,ARE,1/21/2021,2246069
United Arab Emirates,ARE,1/22/2021,2339073
United Arab Emirates,ARE,1/23/2021,2426793
United Arab Emirates,ARE,1/24/2021,2487784
United Arab Emirates,ARE,1/25/2021,2571086
United Arab Emirates,ARE,1/26/2021,2677675
United Arab Emirates,ARE,1/27/2021,2764445
United Arab Emirates,ARE,1/28/2021,2868645
United Arab Emirates,ARE,1/29/2021,3006601
United Arab Emirates,ARE,1/30/2021,3114162
United Arab Emirates,ARE,1/31/2021,3334162
United Arab Emirates,ARE,2/1/2021,3440777
United Arab Emirates,ARE,2/2/2021,3564517
United Arab Emirates,ARE,2/3/2021,3691591
United Arab Emirates,ARE,2/4/2021,3849374
United Arab Emirates,ARE,2/5/2021,4008160
United Arab Emirates,ARE,2/6/2021,4201347
United Arab Emirates,ARE,2/7/2021,4313868
United Arab Emirates,ARE,2/8/2021,4413649
United Arab Emirates,ARE,2/9/2021,4527144
United Arab Emirates,ARE,2/10/2021,4684658
United Arab Emirates,ARE,2/11/2021,4792208
United Arab Emirates,ARE,2/12/2021,4901795
United Arab Emirates,ARE,2/13/2021,5005264
United Arab Emirates,ARE,2/14/2021,5055231
United Arab Emirates,ARE,2/15/2021,5086835
United Arab Emirates,ARE,2/16/2021,5198725
United Arab Emirates,ARE,2/17/2021,5284406
United Arab Emirates,ARE,2/18/2021,5373730
United Arab Emirates,ARE,2/19/2021,5466831
United Arab Emirates,ARE,2/20/2021,5553391
United Arab Emirates,ARE,2/21/2021,5554342
