Entity,Code,Day,total_boosters
Spain,ESP,11/11/2021,2423963
Spain,ESP,11/14/2021,2647050
Spain,ESP,11/15/2021,2782583
Spain,ESP,11/16/2021,2904255
Spain,ESP,11/17/2021,3198583
Spain,ESP,11/18/2021,3356529
Spain,ESP,11/21/2021,3610960
Spain,ESP,11/22/2021,3776118
Spain,ESP,11/23/2021,3955506
Spain,ESP,11/24/2021,4123858
Spain,ESP,11/25/2021,4567312
Spain,ESP,11/28/2021,4649523
Spain,ESP,11/29/2021,4943463
Spain,ESP,11/30/2021,5109834
Spain,ESP,12/1/2021,5289482
Sweden,SWE,12/2/2021,1131706
Switzerland,CHE,1/17/2021,1
Switzerland,CHE,1/18/2021,1
Switzerland,CHE,1/19/2021,1
Switzerland,CHE,1/20/2021,1
Switzerland,CHE,1/21/2021,1
Switzerland,CHE,1/22/2021,1
Switzerland,CHE,1/23/2021,1
Switzerland,CHE,1/24/2021,1
Switzerland,CHE,1/25/2021,1
Switzerland,CHE,1/26/2021,1
Switzerland,CHE,1/27/2021,1
Switzerland,CHE,1/28/2021,1
Switzerland,CHE,1/29/2021,1
Switzerland,CHE,1/30/2021,1
Switzerland,CHE,1/31/2021,1
Switzerland,CHE,2/1/2021,1
Switzerland,CHE,2/2/2021,1
Switzerland,CHE,2/3/2021,1
Switzerland,CHE,2/4/2021,1
Switzerland,CHE,2/5/2021,1
Switzerland,CHE,2/6/2021,1
Switzerland,CHE,2/7/2021,1
Switzerland,CHE,2/8/2021,1
Switzerland,CHE,2/9/2021,2
Switzerland,CHE,2/10/2021,2
Switzerland,CHE,2/11/2021,2
Switzerland,CHE,2/12/2021,2
Switzerland,CHE,2/13/2021,2
Switzerland,CHE,2/14/2021,2
Switzerland,CHE,2/15/2021,2
Switzerland,CHE,2/16/2021,3
Switzerland,CHE,2/17/2021,3
Switzerland,CHE,2/18/2021,3
Switzerland,CHE,2/19/2021,3
Switzerland,CHE,2/20/2021,3
Switzerland,CHE,2/21/2021,3
Switzerland,CHE,2/22/2021,5
Switzerland,CHE,2/23/2021,5
Switzerland,CHE,2/24/2021,5
Switzerland,CHE,2/25/2021,5
Switzerland,CHE,2/26/2021,6
Switzerland,CHE,2/27/2021,6
Switzerland,CHE,2/28/2021,6
Switzerland,CHE,3/1/2021,7
Switzerland,CHE,3/2/2021,9
Switzerland,CHE,3/3/2021,9
Switzerland,CHE,3/4/2021,9
Switzerland,CHE,3/5/2021,9
Switzerland,CHE,3/6/2021,9
Switzerland,CHE,3/7/2021,9
Switzerland,CHE,3/8/2021,9
Switzerland,CHE,3/9/2021,9
Switzerland,CHE,3/10/2021,9
Switzerland,CHE,3/11/2021,9
Switzerland,CHE,3/12/2021,9
Switzerland,CHE,3/13/2021,9
Switzerland,CHE,3/14/2021,9
Switzerland,CHE,3/15/2021,9
Switzerland,CHE,3/16/2021,9
Switzerland,CHE,3/17/2021,9
Switzerland,CHE,3/18/2021,9
Switzerland,CHE,3/19/2021,9
Switzerland,CHE,3/20/2021,9
Switzerland,CHE,3/21/2021,9
Switzerland,CHE,3/22/2021,10
Switzerland,CHE,3/23/2021,10
Switzerland,CHE,3/24/2021,10
Switzerland,CHE,3/25/2021,10
Switzerland,CHE,3/26/2021,10
Switzerland,CHE,3/27/2021,10
Switzerland,CHE,3/28/2021,10
Switzerland,CHE,3/29/2021,10
Switzerland,CHE,3/30/2021,10
Switzerland,CHE,3/31/2021,10
Switzerland,CHE,4/1/2021,10
Switzerland,CHE,4/2/2021,10
Switzerland,CHE,4/3/2021,10
Switzerland,CHE,4/4/2021,10
Switzerland,CHE,4/5/2021,10
Switzerland,CHE,4/6/2021,10
Switzerland,CHE,4/7/2021,10
Switzerland,CHE,4/8/2021,10
Switzerland,CHE,4/9/2021,10
Switzerland,CHE,4/10/2021,10
Switzerland,CHE,4/11/2021,10
Switzerland,CHE,4/12/2021,10
Switzerland,CHE,4/13/2021,10
Switzerland,CHE,4/14/2021,10
Switzerland,CHE,4/15/2021,10
Switzerland,CHE,4/16/2021,10
Switzerland,CHE,4/17/2021,10
Switzerland,CHE,4/18/2021,10
Switzerland,CHE,4/19/2021,10
Switzerland,CHE,4/20/2021,11
Switzerland,CHE,4/21/2021,11
Switzerland,CHE,4/22/2021,11
Switzerland,CHE,4/23/2021,12
Switzerland,CHE,4/24/2021,12
Switzerland,CHE,4/25/2021,12
Switzerland,CHE,4/26/2021,12
Switzerland,CHE,4/27/2021,12
Switzerland,CHE,4/28/2021,12
Switzerland,CHE,4/29/2021,12
Switzerland,CHE,4/30/2021,12
Switzerland,CHE,5/1/2021,12
Switzerland,CHE,5/2/2021,12
Switzerland,CHE,5/3/2021,13
Switzerland,CHE,5/4/2021,13
Switzerland,CHE,5/5/2021,13
Switzerland,CHE,5/6/2021,13
Switzerland,CHE,5/7/2021,13
Switzerland,CHE,5/8/2021,13
Switzerland,CHE,5/9/2021,13
Switzerland,CHE,5/10/2021,13
Switzerland,CHE,5/11/2021,13
Switzerland,CHE,5/12/2021,13
Switzerland,CHE,5/13/2021,13
Switzerland,CHE,5/14/2021,13
Switzerland,CHE,5/15/2021,13
Switzerland,CHE,5/16/2021,13
Switzerland,CHE,5/17/2021,13
Switzerland,CHE,5/18/2021,18
Switzerland,CHE,5/19/2021,18
Switzerland,CHE,5/20/2021,18
Switzerland,CHE,5/21/2021,18
Switzerland,CHE,5/22/2021,18
Switzerland,CHE,5/23/2021,18
Switzerland,CHE,5/24/2021,19
Switzerland,CHE,5/25/2021,19
Switzerland,CHE,5/26/2021,20
Switzerland,CHE,5/27/2021,20
Switzerland,CHE,5/28/2021,20
Switzerland,CHE,5/29/2021,20
Switzerland,CHE,5/30/2021,20
Switzerland,CHE,5/31/2021,20
Switzerland,CHE,6/1/2021,20
Switzerland,CHE,6/2/2021,20
Switzerland,CHE,6/3/2021,20
Switzerland,CHE,6/4/2021,21
Switzerland,CHE,6/5/2021,21
Switzerland,CHE,6/6/2021,21
Switzerland,CHE,6/7/2021,21
Switzerland,CHE,6/8/2021,21
Switzerland,CHE,6/9/2021,21
Switzerland,CHE,6/10/2021,21
Switzerland,CHE,6/11/2021,21
Switzerland,CHE,6/12/2021,21
Switzerland,CHE,6/13/2021,21
Switzerland,CHE,6/14/2021,22
Switzerland,CHE,6/15/2021,22
Switzerland,CHE,6/16/2021,22
Switzerland,CHE,6/17/2021,22
Switzerland,CHE,6/18/2021,22
Switzerland,CHE,6/19/2021,22
Switzerland,CHE,6/20/2021,22
Switzerland,CHE,6/21/2021,22
Switzerland,CHE,6/22/2021,22
Switzerland,CHE,6/23/2021,22
Switzerland,CHE,6/24/2021,22
Switzerland,CHE,6/25/2021,22
Switzerland,CHE,6/26/2021,22
Switzerland,CHE,6/27/2021,22
Switzerland,CHE,6/28/2021,23
Switzerland,CHE,6/29/2021,23
Switzerland,CHE,6/30/2021,23
Switzerland,CHE,7/1/2021,23
Switzerland,CHE,7/2/2021,23
Switzerland,CHE,7/3/2021,23
Switzerland,CHE,7/4/2021,23
Switzerland,CHE,7/5/2021,23
Switzerland,CHE,7/6/2021,23
Switzerland,CHE,7/7/2021,23
Switzerland,CHE,7/8/2021,23
Switzerland,CHE,7/9/2021,23
Switzerland,CHE,7/10/2021,23
Switzerland,CHE,7/11/2021,23
Switzerland,CHE,7/12/2021,23
Switzerland,CHE,7/13/2021,25
Switzerland,CHE,7/14/2021,25
Switzerland,CHE,7/15/2021,25
Switzerland,CHE,7/16/2021,25
Switzerland,CHE,7/17/2021,26
Switzerland,CHE,7/18/2021,26
Switzerland,CHE,7/19/2021,26
Switzerland,CHE,7/20/2021,26
Switzerland,CHE,7/21/2021,27
Switzerland,CHE,7/22/2021,27
Switzerland,CHE,7/23/2021,27
Switzerland,CHE,7/24/2021,27
Switzerland,CHE,7/25/2021,27
Switzerland,CHE,7/26/2021,27
Switzerland,CHE,7/27/2021,27
Switzerland,CHE,7/28/2021,29
Switzerland,CHE,7/29/2021,29
Switzerland,CHE,7/30/2021,29
Switzerland,CHE,7/31/2021,29
Switzerland,CHE,8/1/2021,29
Switzerland,CHE,8/2/2021,29
Switzerland,CHE,8/3/2021,29
Switzerland,CHE,8/4/2021,29
Switzerland,CHE,8/5/2021,29
Switzerland,CHE,8/6/2021,29
Switzerland,CHE,8/7/2021,29
Switzerland,CHE,8/8/2021,29
Switzerland,CHE,8/9/2021,29
Switzerland,CHE,8/10/2021,29
Switzerland,CHE,8/11/2021,29
Switzerland,CHE,8/12/2021,30
Switzerland,CHE,8/13/2021,32
Switzerland,CHE,8/14/2021,34
Switzerland,CHE,8/15/2021,34
Switzerland,CHE,8/16/2021,34
Switzerland,CHE,8/17/2021,36
Switzerland,CHE,8/18/2021,36
Switzerland,CHE,8/19/2021,37
Switzerland,CHE,8/20/2021,37
Switzerland,CHE,8/21/2021,38
Switzerland,CHE,8/22/2021,38
Switzerland,CHE,8/23/2021,39
Switzerland,CHE,8/24/2021,39
Switzerland,CHE,8/25/2021,40
Switzerland,CHE,8/26/2021,41
Switzerland,CHE,8/27/2021,43
Switzerland,CHE,8/28/2021,45
Switzerland,CHE,8/29/2021,45
Switzerland,CHE,8/30/2021,47
Switzerland,CHE,8/31/2021,47
Switzerland,CHE,9/1/2021,47
Switzerland,CHE,9/2/2021,48
Switzerland,CHE,9/3/2021,49
Switzerland,CHE,9/4/2021,49
Switzerland,CHE,9/5/2021,50
Switzerland,CHE,9/6/2021,50
Switzerland,CHE,9/7/2021,51
Switzerland,CHE,9/8/2021,51
Switzerland,CHE,9/9/2021,54
Switzerland,CHE,9/10/2021,57
Switzerland,CHE,9/11/2021,57
Switzerland,CHE,9/12/2021,57
Switzerland,CHE,9/13/2021,58
Switzerland,CHE,9/14/2021,59
Switzerland,CHE,9/15/2021,62
Switzerland,CHE,9/16/2021,64
Switzerland,CHE,9/17/2021,64
Switzerland,CHE,9/18/2021,64
Switzerland,CHE,9/19/2021,64
Switzerland,CHE,9/20/2021,69
Switzerland,CHE,9/21/2021,74
Switzerland,CHE,9/22/2021,76
Switzerland,CHE,9/23/2021,85
Switzerland,CHE,9/24/2021,89
Switzerland,CHE,9/25/2021,89
Switzerland,CHE,9/26/2021,90
Switzerland,CHE,9/27/2021,95
Switzerland,CHE,9/28/2021,100
Switzerland,CHE,9/29/2021,110
Switzerland,CHE,9/30/2021,149
Switzerland,CHE,10/1/2021,151
Switzerland,CHE,10/2/2021,152
Switzerland,CHE,10/3/2021,152
Switzerland,CHE,10/4/2021,155
Switzerland,CHE,10/5/2021,158
Switzerland,CHE,10/6/2021,165
Switzerland,CHE,10/7/2021,167
Switzerland,CHE,10/8/2021,177
Switzerland,CHE,10/9/2021,177
Switzerland,CHE,10/10/2021,177
Switzerland,CHE,10/11/2021,179
Switzerland,CHE,10/12/2021,182
Switzerland,CHE,10/13/2021,182
Switzerland,CHE,10/14/2021,185
Switzerland,CHE,10/15/2021,191
Switzerland,CHE,10/16/2021,193
Switzerland,CHE,10/17/2021,193
Switzerland,CHE,10/18/2021,221
Switzerland,CHE,10/19/2021,236
Switzerland,CHE,10/20/2021,245
Switzerland,CHE,10/21/2021,257
Switzerland,CHE,10/22/2021,264
Switzerland,CHE,10/23/2021,266
Switzerland,CHE,10/24/2021,266
Switzerland,CHE,10/25/2021,276
Switzerland,CHE,10/26/2021,296
Switzerland,CHE,10/27/2021,336
Switzerland,CHE,10/28/2021,375
Switzerland,CHE,10/29/2021,454
Switzerland,CHE,10/30/2021,462
Switzerland,CHE,10/31/2021,462
Switzerland,CHE,11/1/2021,551
Switzerland,CHE,11/2/2021,690
Switzerland,CHE,11/3/2021,932
Switzerland,CHE,11/4/2021,1368
Switzerland,CHE,11/5/2021,2037
Switzerland,CHE,11/6/2021,2688
Switzerland,CHE,11/7/2021,2707
Switzerland,CHE,11/8/2021,5442
Switzerland,CHE,11/9/2021,11157
Switzerland,CHE,11/10/2021,18608
Switzerland,CHE,11/11/2021,29198
Switzerland,CHE,11/12/2021,40622
Switzerland,CHE,11/13/2021,46544
Switzerland,CHE,11/14/2021,47844
Switzerland,CHE,11/15/2021,71801
Switzerland,CHE,11/16/2021,100092
Switzerland,CHE,11/17/2021,133724
Switzerland,CHE,11/18/2021,169201
Switzerland,CHE,11/19/2021,203202
Switzerland,CHE,11/20/2021,217543
Switzerland,CHE,11/21/2021,220739
Switzerland,CHE,11/22/2021,254224
Switzerland,CHE,11/23/2021,293934
Switzerland,CHE,11/24/2021,337445
Switzerland,CHE,11/25/2021,381039
Switzerland,CHE,11/26/2021,423727
Switzerland,CHE,11/27/2021,439919
Switzerland,CHE,11/28/2021,443911
Switzerland,CHE,11/29/2021,487260
Switzerland,CHE,11/30/2021,534576
Switzerland,CHE,12/1/2021,590055
Thailand,THA,8/5/2021,175190
Thailand,THA,8/6/2021,186094
Thailand,THA,8/7/2021,197184
Thailand,THA,8/8/2021,221565
Thailand,THA,8/9/2021,268022
Thailand,THA,8/10/2021,324496
Thailand,THA,8/11/2021,394073
Thailand,THA,8/12/2021,414066
Thailand,THA,8/13/2021,462809
Thailand,THA,8/15/2021,485925
Thailand,THA,8/16/2021,501477
Thailand,THA,8/17/2021,510668
Thailand,THA,8/18/2021,519604
Thailand,THA,8/19/2021,527457
Thailand,THA,8/20/2021,533795
Thailand,THA,8/21/2021,542188
Thailand,THA,8/22/2021,543968
Thailand,THA,8/23/2021,551261
Thailand,THA,8/24/2021,560624
Thailand,THA,8/25/2021,568840
Thailand,THA,8/26/2021,574112
Thailand,THA,8/27/2021,581438
Thailand,THA,8/28/2021,584326
Thailand,THA,8/29/2021,585758
Thailand,THA,8/30/2021,589381
Thailand,THA,9/1/2021,592153
Thailand,THA,9/2/2021,595236
Thailand,THA,9/3/2021,597598
Thailand,THA,9/4/2021,601268
Thailand,THA,9/5/2021,603363
Thailand,THA,9/6/2021,604023
Thailand,THA,9/7/2021,605490
Thailand,THA,9/8/2021,607177
Thailand,THA,9/9/2021,609934
Thailand,THA,9/10/2021,611102
Thailand,THA,9/11/2021,613673
Thailand,THA,9/12/2021,614969
Thailand,THA,9/13/2021,615075
Thailand,THA,9/14/2021,616575
Thailand,THA,9/15/2021,617550
Thailand,THA,9/16/2021,619128
Thailand,THA,9/17/2021,620093
Thailand,THA,9/18/2021,620425
Thailand,THA,9/19/2021,621207
Thailand,THA,9/20/2021,621462
Thailand,THA,9/21/2021,621953
Thailand,THA,9/22/2021,622748
Thailand,THA,10/5/2021,1515667
Thailand,THA,10/6/2021,1554444
Thailand,THA,10/7/2021,1606646
Thailand,THA,10/8/2021,1649999
Thailand,THA,10/9/2021,1690964
Thailand,THA,10/10/2021,1701442
Thailand,THA,10/11/2021,1733221
Thailand,THA,10/12/2021,1774584
Thailand,THA,10/13/2021,1817139
Thailand,THA,10/14/2021,1837470
Thailand,THA,10/15/2021,1880193
Thailand,THA,10/16/2021,1896459
Thailand,THA,10/17/2021,1930827
Thailand,THA,10/18/2021,1950493
Thailand,THA,10/19/2021,1980703
Thailand,THA,10/20/2021,2016124
Thailand,THA,10/21/2021,2057409
Thailand,THA,10/22/2021,2084705
Thailand,THA,10/23/2021,2108976
Thailand,THA,10/24/2021,2122425
Thailand,THA,10/25/2021,2133579
Thailand,THA,10/26/2021,2177335
Thailand,THA,10/27/2021,2216334
Thailand,THA,10/28/2021,2267844
Thailand,THA,10/29/2021,2314352
Thailand,THA,10/30/2021,2360278
Thailand,THA,10/31/2021,2399024
Thailand,THA,11/1/2021,2410593
Thailand,THA,11/2/2021,2433046
Thailand,THA,11/3/2021,2468127
Thailand,THA,11/4/2021,2495219
Thailand,THA,11/5/2021,2526712
Thailand,THA,11/6/2021,2559899
Thailand,THA,11/7/2021,2588155
Thailand,THA,11/8/2021,2596465
Thailand,THA,11/9/2021,2611943
Thailand,THA,11/10/2021,2644559
Thailand,THA,11/11/2021,2675847
Thailand,THA,11/12/2021,2710334
Thailand,THA,11/13/2021,2743359
Thailand,THA,11/14/2021,2759037
Thailand,THA,11/15/2021,2782979
Thailand,THA,11/16/2021,2808813
Thailand,THA,11/17/2021,2844176
Thailand,THA,11/18/2021,2946052
Thailand,THA,11/20/2021,3021444
Thailand,THA,11/21/2021,3055018
Thailand,THA,11/22/2021,3068505
Thailand,THA,11/23/2021,3096146
Thailand,THA,11/24/2021,3135889
Thailand,THA,11/25/2021,3179357
Thailand,THA,11/26/2021,3200680
Thailand,THA,11/27/2021,3269816
Thailand,THA,11/28/2021,3313765
Thailand,THA,11/29/2021,3343593
Thailand,THA,12/1/2021,3438317
Thailand,THA,12/2/2021,3494673
Tunisia,TUN,10/28/2021,28870
Tunisia,TUN,10/29/2021,32750
Tunisia,TUN,10/30/2021,71510
Tunisia,TUN,11/1/2021,124228
Tunisia,TUN,11/2/2021,142786
Tunisia,TUN,11/3/2021,153756
Tunisia,TUN,11/4/2021,163744
Tunisia,TUN,11/5/2021,173532
Tunisia,TUN,11/6/2021,179218
Tunisia,TUN,11/7/2021,189449
Tunisia,TUN,11/8/2021,202552
Tunisia,TUN,11/9/2021,213310
Tunisia,TUN,11/10/2021,223337
Tunisia,TUN,11/11/2021,233093
Tunisia,TUN,11/12/2021,243348
Tunisia,TUN,11/13/2021,256524
Tunisia,TUN,11/14/2021,263155
Tunisia,TUN,11/15/2021,272326
Tunisia,TUN,11/16/2021,280269
Tunisia,TUN,11/17/2021,290842
Tunisia,TUN,11/18/2021,295394
Tunisia,TUN,11/19/2021,301875
Tunisia,TUN,11/20/2021,305078
Tunisia,TUN,11/22/2021,324327
Tunisia,TUN,11/23/2021,337089
Tunisia,TUN,11/24/2021,343301
Tunisia,TUN,11/25/2021,355269
Tunisia,TUN,11/26/2021,369618
Tunisia,TUN,11/27/2021,384681
Tunisia,TUN,11/28/2021,393183
Tunisia,TUN,11/29/2021,411172
Tunisia,TUN,11/30/2021,425004
Tunisia,TUN,12/1/2021,432069
Turkey,TUR,6/30/2021,298841
Turkey,TUR,7/1/2021,559397
Turkey,TUR,7/2/2021,908579
Turkey,TUR,7/3/2021,1025309
Turkey,TUR,7/4/2021,1362933
Turkey,TUR,7/5/2021,1770087
Turkey,TUR,7/6/2021,2127310
Turkey,TUR,7/7/2021,2432480
Turkey,TUR,7/8/2021,2688867
Turkey,TUR,7/9/2021,2824592
Turkey,TUR,7/10/2021,2868205
Turkey,TUR,7/11/2021,2994217
Turkey,TUR,7/12/2021,3189430
Turkey,TUR,7/13/2021,3353863
Turkey,TUR,7/14/2021,3454394
Turkey,TUR,7/15/2021,3579278
Turkey,TUR,7/16/2021,3589345
Turkey,TUR,7/17/2021,3616775
Turkey,TUR,7/18/2021,3635120
Turkey,TUR,7/19/2021,3659520
Turkey,TUR,7/20/2021,3664592
Turkey,TUR,7/21/2021,3694744
Turkey,TUR,7/22/2021,3728131
Turkey,TUR,7/23/2021,3741365
Turkey,TUR,7/24/2021,3772354
Turkey,TUR,7/25/2021,3936386
Turkey,TUR,7/26/2021,4137920
Turkey,TUR,7/27/2021,4338114
Turkey,TUR,7/28/2021,4539615
Turkey,TUR,7/29/2021,4742842
Turkey,TUR,7/30/2021,4866860
Turkey,TUR,7/31/2021,4904319
Turkey,TUR,8/1/2021,4957403
Turkey,TUR,8/2/2021,5066244
Turkey,TUR,8/3/2021,5194348
Turkey,TUR,8/4/2021,5195214
Turkey,TUR,8/5/2021,5244520
Turkey,TUR,8/6/2021,5361024
Turkey,TUR,8/7/2021,5469207
Turkey,TUR,8/8/2021,5525059
Turkey,TUR,8/9/2021,5629012
Turkey,TUR,8/10/2021,5886502
Turkey,TUR,8/11/2021,6086828
Turkey,TUR,8/12/2021,6348176
Turkey,TUR,8/13/2021,6432976
Turkey,TUR,8/14/2021,6533719
Turkey,TUR,8/15/2021,6584153
Turkey,TUR,8/16/2021,6728151
Turkey,TUR,8/17/2021,6923738
Turkey,TUR,8/18/2021,7259939
Turkey,TUR,8/19/2021,7444817
Turkey,TUR,8/20/2021,7631224
Turkey,TUR,8/21/2021,7682931
Turkey,TUR,8/22/2021,7724462
Turkey,TUR,8/23/2021,7924605
Turkey,TUR,8/24/2021,8083879
Turkey,TUR,8/25/2021,8223445
Turkey,TUR,8/26/2021,8354557
Turkey,TUR,8/27/2021,8473334
Turkey,TUR,8/28/2021,8513043
Turkey,TUR,8/29/2021,8571367
Turkey,TUR,8/30/2021,8623646
Turkey,TUR,8/31/2021,8806888
Turkey,TUR,9/1/2021,8942269
Turkey,TUR,9/2/2021,9065199
Turkey,TUR,9/3/2021,9203658
Turkey,TUR,9/4/2021,9243438
Turkey,TUR,9/5/2021,9273439
Turkey,TUR,9/6/2021,9406034
Turkey,TUR,9/7/2021,9525462
Turkey,TUR,9/8/2021,9635422
Turkey,TUR,9/9/2021,9737377
Turkey,TUR,9/10/2021,9851336
Turkey,TUR,9/11/2021,9884664
Turkey,TUR,9/12/2021,9906933
Turkey,TUR,9/13/2021,10014872
Turkey,TUR,9/14/2021,10100977
Turkey,TUR,9/15/2021,10190397
Turkey,TUR,9/16/2021,10270504
Turkey,TUR,9/17/2021,10355985
Turkey,TUR,9/18/2021,10389867
Turkey,TUR,9/19/2021,10413935
Turkey,TUR,9/20/2021,10500082
Turkey,TUR,9/21/2021,10573307
Turkey,TUR,9/22/2021,10642469
Turkey,TUR,9/23/2021,10706419
Turkey,TUR,9/24/2021,10777604
Turkey,TUR,9/25/2021,10811301
Turkey,TUR,9/26/2021,10837133
Turkey,TUR,9/27/2021,10935902
Turkey,TUR,9/28/2021,11016008
Turkey,TUR,9/30/2021,11156610
Turkey,TUR,10/1/2021,11225782
Turkey,TUR,10/2/2021,11252198
Turkey,TUR,10/3/2021,11271968
Turkey,TUR,10/4/2021,11346726
Turkey,TUR,10/5/2021,11409417
Turkey,TUR,10/6/2021,11467922
Turkey,TUR,10/7/2021,11519268
Turkey,TUR,10/8/2021,11579785
Turkey,TUR,10/9/2021,11601197
Turkey,TUR,10/10/2021,11617591
Turkey,TUR,10/11/2021,11665846
Turkey,TUR,10/12/2021,11699181
Turkey,TUR,10/13/2021,11728689
Turkey,TUR,10/14/2021,11757323
Turkey,TUR,10/15/2021,11790880
Turkey,TUR,10/16/2021,11801969
Turkey,TUR,10/17/2021,11809474
Turkey,TUR,10/18/2021,11843287
Turkey,TUR,10/19/2021,11872891
Turkey,TUR,10/20/2021,11902312
Turkey,TUR,10/21/2021,11930381
Turkey,TUR,10/22/2021,11962732
Turkey,TUR,10/23/2021,11976867
Turkey,TUR,10/24/2021,11990691
Turkey,TUR,10/25/2021,12047412
Turkey,TUR,10/26/2021,12098299
Turkey,TUR,10/27/2021,12146642
Turkey,TUR,10/28/2021,12185188
Turkey,TUR,10/29/2021,12203812
Turkey,TUR,10/30/2021,12220034
Turkey,TUR,10/31/2021,12232755
Turkey,TUR,11/1/2021,12290612
Turkey,TUR,11/2/2021,12339893
Turkey,TUR,11/3/2021,12390000
Turkey,TUR,11/4/2021,12450717
Turkey,TUR,11/5/2021,12524171
Turkey,TUR,11/6/2021,12546310
Turkey,TUR,11/7/2021,12562492
Turkey,TUR,11/8/2021,12628673
Turkey,TUR,11/9/2021,12684753
Turkey,TUR,11/10/2021,12734894
Turkey,TUR,11/11/2021,12799612
Turkey,TUR,11/12/2021,12871713
Turkey,TUR,11/13/2021,12897325
Turkey,TUR,11/14/2021,12916535
Turkey,TUR,11/15/2021,12984752
Turkey,TUR,11/16/2021,13045462
Turkey,TUR,11/17/2021,13101662
Turkey,TUR,11/18/2021,13152432
Turkey,TUR,11/19/2021,13209357
Turkey,TUR,11/20/2021,13233726
Turkey,TUR,11/21/2021,13251975
Turkey,TUR,11/22/2021,13313029
Turkey,TUR,11/23/2021,13364261
Turkey,TUR,11/24/2021,13413835
Turkey,TUR,11/25/2021,13460499
Turkey,TUR,11/26/2021,13516044
Turkey,TUR,11/27/2021,13540205
Turkey,TUR,11/28/2021,13559290
Turkey,TUR,11/29/2021,13619967
Turkey,TUR,11/30/2021,13670609
Turkey,TUR,12/1/2021,13722678
Turkey,TUR,12/2/2021,13775621
United Arab Emirates,ARE,7/15/2021,1843569
United Arab Emirates,ARE,7/16/2021,1873220
United Arab Emirates,ARE,7/18/2021,1948352
United Arab Emirates,ARE,7/19/2021,1965176
United Arab Emirates,ARE,7/20/2021,1994903
United Arab Emirates,ARE,9/1/2021,1999821
United Arab Emirates,ARE,9/3/2021,1999887
United Arab Emirates,ARE,9/4/2021,2000820
United Arab Emirates,ARE,9/6/2021,2001783
United Arab Emirates,ARE,9/7/2021,2025520
United Arab Emirates,ARE,9/9/2021,2094773
United Arab Emirates,ARE,9/10/2021,2125502
United Arab Emirates,ARE,9/11/2021,2126433
United Arab Emirates,ARE,9/12/2021,2187808
United Arab Emirates,ARE,9/13/2021,2203635
United Arab Emirates,ARE,9/14/2021,2220385
United Arab Emirates,ARE,9/15/2021,2241179
United Arab Emirates,ARE,9/16/2021,2274845
United Arab Emirates,ARE,9/17/2021,2298566
United Arab Emirates,ARE,9/18/2021,2322239
United Arab Emirates,ARE,9/19/2021,2335167
United Arab Emirates,ARE,9/20/2021,2346934
United Arab Emirates,ARE,9/21/2021,2349947
United Arab Emirates,ARE,9/22/2021,2404375
United Arab Emirates,ARE,9/23/2021,2425111
United Arab Emirates,ARE,9/24/2021,2437054
United Arab Emirates,ARE,9/25/2021,2449872
United Arab Emirates,ARE,9/27/2021,2455789
United Arab Emirates,ARE,9/28/2021,2487384
United Arab Emirates,ARE,9/29/2021,2492364
United Arab Emirates,ARE,9/30/2021,2507168
United Arab Emirates,ARE,10/1/2021,2516175
United Arab Emirates,ARE,10/3/2021,2541877
United Arab Emirates,ARE,10/4/2021,2544755
United Arab Emirates,ARE,10/5/2021,2549735
United Arab Emirates,ARE,10/6/2021,2567498
United Arab Emirates,ARE,10/7/2021,2571555
United Arab Emirates,ARE,10/8/2021,2586375
United Arab Emirates,ARE,10/9/2021,2592218
United Arab Emirates,ARE,10/13/2021,2602114
United Arab Emirates,ARE,10/14/2021,2617021
United Arab Emirates,ARE,10/15/2021,2619007
United Arab Emirates,ARE,10/17/2021,2636749
United Arab Emirates,ARE,10/18/2021,2639774
United Arab Emirates,ARE,10/19/2021,2641687
United Arab Emirates,ARE,10/20/2021,2656624
United Arab Emirates,ARE,10/21/2021,2659574
United Arab Emirates,ARE,10/24/2021,2697053
United Arab Emirates,ARE,10/26/2021,2721874
United Arab Emirates,ARE,10/27/2021,2735722
United Arab Emirates,ARE,10/28/2021,2746592
United Arab Emirates,ARE,10/29/2021,2764309
United Arab Emirates,ARE,10/30/2021,2768295
United Arab Emirates,ARE,11/1/2021,2791049
United Arab Emirates,ARE,11/2/2021,2797944
United Arab Emirates,ARE,11/3/2021,2812856
United Arab Emirates,ARE,11/4/2021,2822737
United Arab Emirates,ARE,11/5/2021,2829616
United Arab Emirates,ARE,11/6/2021,2832622
United Arab Emirates,ARE,11/7/2021,2841487
United Arab Emirates,ARE,11/8/2021,2843460
United Arab Emirates,ARE,11/9/2021,2852406
United Arab Emirates,ARE,11/10/2021,2859366
United Arab Emirates,ARE,11/11/2021,2870196
United Arab Emirates,ARE,11/12/2021,2883092
United Arab Emirates,ARE,11/15/2021,2914743
United Kingdom,GBR,9/30/2021,868202
United Kingdom,GBR,10/1/2021,1022114
United Kingdom,GBR,10/2/2021,1216575
United Kingdom,GBR,10/3/2021,1306093
United Kingdom,GBR,10/4/2021,1429970
United Kingdom,GBR,10/5/2021,1586070
United Kingdom,GBR,10/6/2021,1748167
United Kingdom,GBR,10/7/2021,1925796
United Kingdom,GBR,10/8/2021,2099724
United Kingdom,GBR,10/9/2021,2350533
United Kingdom,GBR,10/10/2021,2444009
United Kingdom,GBR,10/11/2021,2568545
United Kingdom,GBR,10/12/2021,2731863
United Kingdom,GBR,10/13/2021,3193686
