Region;Country;Date;Total_Cases;New_Cases;Total_Death;New_Death
SEA;Indonesia;2021-07-12;2567630;40427;67355;891
SEA;Indonesia;2021-07-13;2615529;47899;68219;864
SEA;Indonesia;2021-07-14;2670046;54517;69210;991
SEA;Indonesia;2021-07-15;2726803;56757;70192;982
SEA;Indonesia;2021-07-16;2780803;54000;71397;1205
SEA;Indonesia;2021-07-17;2832755;51952;72489;1092
SEA;Indonesia;2021-07-18;2877476;44721;73582;1093
SEA;Indonesia;2021-07-19;2911733;34257;74920;1338
SEA;Indonesia;2021-07-20;2950058;38325;76200;1280
SEA;Indonesia;2021-07-21;2983830;33772;77583;1383
SEA;Indonesia;2021-07-22;3033339;49509;79032;1449
SEA;Indonesia;2021-07-23;3082410;49071;80598;1566
SEA;Indonesia;2021-07-24;3127826;45416;82013;1415
SEA;Indonesia;2021-07-25;3166505;38679;83279;1266
SEA;Indonesia;2021-07-26;3194733;28228;84766;1487
SEA;Indonesia;2021-07-27;3239936;45203;86835;2069
SEA;Indonesia;2021-07-28;3287727;47791;88659;1824
SEA;Indonesia;2021-07-29;3331206;43479;90552;1893
SEA;Indonesia;2021-07-30;3372374;41168;92311;1759
SEA;Indonesia;2021-07-31;3409658;37284;94119;1808
SEA;Indonesia;2021-08-01;3440396;30738;95723;1604
SEA;Indonesia;2021-08-02;3462800;22404;97291;1568
SEA;Indonesia;2021-08-03;3496700;33900;98889;1598
SEA;Indonesia;2021-08-04;3532567;35867;100636;1747
SEA;Indonesia;2021-08-05;3568331;35764;102375;1739
SEA;Indonesia;2021-08-06;3607863;39532;104010;1635
SEA;Indonesia;2021-08-07;3639616;31753;105598;1588
SEA;Indonesia;2021-08-08;3666031;26415;107096;1498
SEA;Indonesia;2021-08-09;3686740;20709;108571;1475
SEA;Indonesia;2021-08-10;3718821;32081;110619;2048
SEA;Indonesia;2021-08-11;3749446;30625;112198;1579
SEA;Indonesia;2021-08-12;3774155;24709;113664;1466
SEA;Indonesia;2021-08-13;3804943;30788;115096;1432
SEA;Indonesia;2021-08-14;3833541;28598;116366;1270
SEA;Indonesia;2021-08-15;3854354;20813;117588;1222
SEA;Indonesia;2021-08-16;3871738;17384;118833;1245
SEA;Indonesia;2021-08-17;3892479;20741;120013;1180
SEA;Indonesia;2021-08-18;3908247;15768;121141;1128
SEA;Indonesia;2021-08-19;3930300;22053;122633;1492
SEA;Indonesia;2021-08-20;3950304;20004;123981;1348
SEA;Indonesia;2021-08-21;3967048;16744;125342;1361
SEA;Indonesia;2021-08-22;3979456;12408;126372;1030
SEA;Indonesia;2021-08-23;3989060;9604;127214;842
SEA;Indonesia;2021-08-24;4008166;19106;128252;1038
SEA;Indonesia;2021-08-25;4026837;18671;129293;1041
SEA;Indonesia;2021-08-26;4043736;16899;130182;889
SEA;Indonesia;2021-08-27;4056354;12618;130781;599
SEA;Indonesia;2021-08-28;4066404;10050;131372;591
SEA;Indonesia;2021-08-29;4073831;7427;131923;551
SEA;Indonesia;2021-08-30;4079267;5436;132491;568
SEA;Indonesia;2021-08-31;4089801;10534;133023;532
SEA;Indonesia;2021-09-01;4100138;10337;133676;653
SEA;Indonesia;2021-09-02;4100138;0;133676;0
SEA;Indonesia;2021-09-03;4116890;16752;134930;1254
SEA;Indonesia;2021-09-04;4123617;6727;135469;539
SEA;Indonesia;2021-09-05;4129020;5403;135861;392
SEA;Indonesia;2021-09-06;4133433;4413;136473;612
SEA;Indonesia;2021-09-07;4140634;7201;137156;683
SEA;Indonesia;2021-09-08;4147365;6731;137782;626
SEA;Indonesia;2021-09-09;4153355;5990;138116;334
SEA;Indonesia;2021-09-10;4158731;5376;138431;315
SEA;Indonesia;2021-09-11;4163732;5001;138701;270
SEA;Indonesia;2021-09-12;4167511;3779;138889;188
SEA;Indonesia;2021-09-13;4170088;2577;139165;276
SEA;Indonesia;2021-09-14;4174216;4128;139415;250
SEA;Indonesia;2021-09-15;4178164;3948;139682;267
SEA;Indonesia;2021-09-16;4181309;3145;139919;237
SEA;Indonesia;2021-09-17;4185144;3835;140138;219
SEA;Indonesia;2021-09-18;4188529;3385;140323;185
SEA;Indonesia;2021-09-19;4190763;2234;140468;145
SEA;Indonesia;2021-09-20;4192695;1932;140634;166
SEA;Indonesia;2021-09-21;4195958;3263;140805;171
SEA;Indonesia;2021-09-22;4198678;2720;140954;149
SEA;Indonesia;2021-09-23;4201559;2881;141114;160
SEA;Indonesia;2021-09-24;4204116;2557;141258;144
SEA;Indonesia;2021-09-25;4206253;2137;141381;123
SEA;Indonesia;2021-09-26;4208013;1760;141467;86
SEA;Indonesia;2021-09-27;4209403;1390;141585;118
SEA;Indonesia;2021-09-28;4211460;2057;141709;124
SEA;Indonesia;2021-09-29;4213414;1954;141826;117
SEA;Indonesia;2021-09-30;4215104;1690;141939;113
SEA;Indonesia;2021-10-01;4216728;1624;142026;87
SEA;Indonesia;2021-10-02;4218142;1414;142115;89
SEA;Indonesia;2021-10-03;4219284;1142;142173;58
SEA;Indonesia;2021-10-04;4220206;922;142261;88
SEA;Indonesia;2021-10-05;4221610;1404;142338;77
SEA;Indonesia;2021-10-06;4223094;1484;142413;75
SEA;Indonesia;2021-10-07;4224487;1393;142494;81
SEA;Indonesia;2021-10-08;4225871;1384;142560;66
SEA;Indonesia;2021-10-09;4227038;1167;142612;52
SEA;Indonesia;2021-10-10;4227932;894;142651;39
SEA;Indonesia;2021-10-11;4228552;620;142716;65
SEA;Indonesia;2021-10-12;4229813;1261;142763;47
SEA;Indonesia;2021-10-13;4231046;1233;142811;48
SEA;Indonesia;2021-10-14;4232099;1053;142848;37
SEA;Indonesia;2021-10-15;4233014;915;142889;41
SEA;Indonesia;2021-10-16;4234011;997;142933;44
SEA;Indonesia;2021-10-17;4234758;747;142952;19
SEA;Indonesia;2021-10-18;4235384;626;142999;47
SEA;Indonesia;2021-10-19;4236287;903;143049;50
SEA;Indonesia;2021-10-20;4237201;914;143077;28
SEA;Indonesia;2021-10-21;4237834;633;143120;43
SEA;Indonesia;2021-10-22;4238594;760;143153;33
SEA;Indonesia;2021-10-23;4239396;802;143176;23
SEA;Indonesia;2021-10-24;4240019;623;143205;29
SEA;Indonesia;2021-10-25;4240479;460;143235;30
SEA;Indonesia;2021-10-26;4241090;611;143270;35
SEA;Indonesia;2021-10-27;4241809;719;143299;29
SEA;Indonesia;2021-10-28;4242532;723;143333;34
SEA;Indonesia;2021-10-29;4243215;683;143361;28
SEA;Indonesia;2021-10-30;4243835;620;143388;27
SEA;Indonesia;2021-10-31;4244358;523;143405;17
SEA;Indonesia;2021-11-01;4244761;403;143423;18
SEA;Indonesia;2021-11-02;4245373;612;143457;34
SEA;Indonesia;2021-11-03;4246174;801;143481;24
SEA;Indonesia;2021-11-04;4246802;628;143500;19
SEA;Indonesia;2021-11-05;4247320;518;143519;19
SEA;Indonesia;2021-11-06;4247721;401;143534;15
SEA;Indonesia;2021-11-07;4248165;444;143545;11
SEA;Indonesia;2021-11-08;4248409;244;143557;12
SEA;Indonesia;2021-11-09;4248843;434;143578;21
SEA;Indonesia;2021-11-10;4249323;480;143592;14
SEA;Indonesia;2021-11-11;4249758;435;143608;16
SEA;Indonesia;2021-11-12;4250157;399;143628;20
SEA;Indonesia;2021-11-13;4250516;359;143644;16
SEA;Indonesia;2021-11-14;4250855;339;143659;15
SEA;Indonesia;2021-11-15;4251076;221;143670;11
SEA;Indonesia;2021-11-16;4251423;347;143685;15
SEA;Indonesia;2021-11-17;4251945;522;143698;13
SEA;Indonesia;2021-11-18;4252345;400;143709;11
SEA;Indonesia;2021-11-19;4252705;360;143714;5
SEA;Indonesia;2021-11-20;4253098;393;143728;14
SEA;Indonesia;2021-11-21;4253412;314;143739;11
SEA;Indonesia;2021-11-22;4253598;186;143744;5
SEA;Indonesia;2021-11-23;4253992;394;143753;9
SEA;Indonesia;2021-11-24;4254443;451;143766;13
SEA;Indonesia;2021-11-25;4254815;372;143782;16
SEA;Indonesia;2021-11-26;4255268;453;143796;14
SEA;Indonesia;2021-11-27;4255672;404;143807;11
SEA;Indonesia;2021-11-28;4255936;264;143808;1
SEA;Indonesia;2021-11-29;4256112;176;143819;11
SEA;Indonesia;2021-11-30;4256409;297;143830;11
SEA;Indonesia;2021-12-01;4256687;278;143840;10
SEA;Indonesia;2021-12-02;4256998;311;143850;10
SEA;Indonesia;2021-12-03;4257243;245;143858;8
SEA;Malaysia;2020-01-24;0;0;0;0
SEA;Malaysia;2020-01-25;4;4;0;0
SEA;Malaysia;2020-01-26;4;0;0;0
SEA;Malaysia;2020-01-27;4;0;0;0
SEA;Malaysia;2020-01-28;4;0;0;0
SEA;Malaysia;2020-01-29;7;3;0;0
SEA;Malaysia;2020-01-30;8;1;0;0
SEA;Malaysia;2020-01-31;8;0;0;0
SEA;Malaysia;2020-02-01;8;0;0;0
SEA;Malaysia;2020-02-02;8;0;0;0
SEA;Malaysia;2020-02-03;8;0;0;0
SEA;Malaysia;2020-02-04;10;2;0;0
SEA;Malaysia;2020-02-05;12;2;0;0
SEA;Malaysia;2020-02-06;14;2;0;0
SEA;Malaysia;2020-02-07;15;1;0;0
SEA;Malaysia;2020-02-08;16;1;0;0
SEA;Malaysia;2020-02-09;17;1;0;0
SEA;Malaysia;2020-02-10;18;1;0;0
SEA;Malaysia;2020-02-11;18;0;0;0
SEA;Malaysia;2020-02-12;18;0;0;0
SEA;Malaysia;2020-02-13;18;0;0;0
SEA;Malaysia;2020-02-14;19;1;0;0
SEA;Malaysia;2020-02-15;22;3;0;0
SEA;Malaysia;2020-02-16;22;0;0;0
SEA;Malaysia;2020-02-17;22;0;0;0
SEA;Malaysia;2020-02-18;22;0;0;0
SEA;Malaysia;2020-02-19;22;0;0;0
SEA;Malaysia;2020-02-20;22;0;0;0
SEA;Malaysia;2020-02-21;22;0;0;0
SEA;Malaysia;2020-02-22;22;0;0;0
SEA;Malaysia;2020-02-23;22;0;0;0
SEA;Malaysia;2020-02-24;22;0;0;0
SEA;Malaysia;2020-02-25;22;0;0;0
SEA;Malaysia;2020-02-26;22;0;0;0
SEA;Malaysia;2020-02-27;23;1;0;0
SEA;Malaysia;2020-02-28;25;2;0;0
SEA;Malaysia;2020-02-29;29;4;0;0
SEA;Malaysia;2020-03-01;29;0;0;0
SEA;Malaysia;2020-03-02;29;0;0;0
SEA;Malaysia;2020-03-03;36;7;0;0
SEA;Malaysia;2020-03-04;50;14;0;0
SEA;Malaysia;2020-03-05;55;5;0;0
SEA;Malaysia;2020-03-06;83;28;0;0
SEA;Malaysia;2020-03-07;93;10;0;0
SEA;Malaysia;2020-03-08;99;6;0;0
SEA;Malaysia;2020-03-09;117;18;0;0
SEA;Malaysia;2020-03-10;129;12;0;0
SEA;Malaysia;2020-03-11;149;20;0;0
SEA;Malaysia;2020-03-12;158;9;0;0
SEA;Malaysia;2020-03-13;197;39;0;0
SEA;Malaysia;2020-03-14;238;41;0;0
SEA;Malaysia;2020-03-15;428;190;0;0
SEA;Malaysia;2020-03-16;553;125;0;0
SEA;Malaysia;2020-03-17;673;120;2;2
SEA;Malaysia;2020-03-18;790;117;2;0
SEA;Malaysia;2020-03-19;900;110;2;0
SEA;Malaysia;2020-03-20;1030;130;3;1
SEA;Malaysia;2020-03-21;1183;153;7;4
SEA;Malaysia;2020-03-22;1306;123;11;4
SEA;Malaysia;2020-03-23;1518;212;16;5
SEA;Malaysia;2020-03-24;1624;106;18;2
SEA;Malaysia;2020-03-25;1796;172;21;3
SEA;Malaysia;2020-03-26;2031;235;26;5
SEA;Malaysia;2020-03-27;2161;130;28;2
SEA;Malaysia;2020-03-28;2320;159;34;6
SEA;Malaysia;2020-03-29;2470;150;39;5
SEA;Malaysia;2020-03-30;2626;156;43;4
SEA;Malaysia;2020-03-31;2766;140;48;5
SEA;Malaysia;2020-04-01;2908;142;50;2
SEA;Malaysia;2020-04-02;3116;208;52;2
SEA;Malaysia;2020-04-03;3333;217;57;5
SEA;Malaysia;2020-04-04;3483;150;60;3
SEA;Malaysia;2020-04-05;3662;179;62;2
SEA;Malaysia;2020-04-06;3793;131;64;2
SEA;Malaysia;2020-04-07;3963;170;65;1
SEA;Malaysia;2020-04-08;4119;156;66;1
SEA;Malaysia;2020-04-09;4228;109;68;2
SEA;Malaysia;2020-04-10;4346;118;71;3
SEA;Malaysia;2020-04-11;4530;184;74;3
SEA;Malaysia;2020-04-12;4683;153;79;5
SEA;Malaysia;2020-04-13;4817;134;80;1
SEA;Malaysia;2020-04-14;4987;170;83;3
SEA;Malaysia;2020-04-15;5072;85;85;2
SEA;Malaysia;2020-04-16;5182;110;87;2
SEA;Malaysia;2020-04-17;5251;69;88;1
SEA;Malaysia;2020-04-18;5305;54;88;0
SEA;Malaysia;2020-04-19;5389;84;89;1
SEA;Malaysia;2020-04-20;5425;36;90;1
SEA;Malaysia;2020-04-21;5482;57;92;2
SEA;Malaysia;2020-04-22;5532;50;94;2
SEA;Malaysia;2020-04-23;5603;71;95;1
SEA;Malaysia;2020-04-24;5691;88;96;1
SEA;Malaysia;2020-04-25;5742;51;98;2
SEA;Malaysia;2020-04-26;5780;38;98;0
SEA;Malaysia;2020-04-27;5820;40;99;1
SEA;Malaysia;2020-04-28;5851;31;100;1
SEA;Malaysia;2020-04-29;5945;94;101;1
SEA;Malaysia;2020-04-30;6002;57;103;2
SEA;Malaysia;2020-05-01;6071;69;103;0
SEA;Malaysia;2020-05-02;6176;105;104;1
SEA;Malaysia;2020-05-03;6298;122;105;1
SEA;Malaysia;2020-05-04;6353;55;105;0
SEA;Malaysia;2020-05-05;6383;30;107;2
SEA;Malaysia;2020-05-06;6428;45;107;0
SEA;Malaysia;2020-05-07;6467;39;108;1
SEA;Malaysia;2020-05-08;6535;68;108;0
SEA;Malaysia;2020-05-09;6589;54;109;1
SEA;Malaysia;2020-05-10;6656;67;110;1
SEA;Malaysia;2020-05-11;6726;70;110;0
SEA;Malaysia;2020-05-12;6742;16;111;1
SEA;Malaysia;2020-05-13;6779;37;113;2
SEA;Malaysia;2020-05-14;6819;40;113;0
SEA;Malaysia;2020-05-15;6855;36;113;0
SEA;Malaysia;2020-05-16;6872;17;113;0
SEA;Malaysia;2020-05-17;6894;22;113;0
SEA;Malaysia;2020-05-18;6941;47;114;1
SEA;Malaysia;2020-05-19;6978;37;114;0
SEA;Malaysia;2020-05-20;7009;31;114;0
SEA;Malaysia;2020-05-21;7059;50;115;1
SEA;Malaysia;2020-05-22;7137;78;115;0
SEA;Malaysia;2020-05-23;7185;48;115;0
SEA;Malaysia;2020-05-24;7245;60;115;0
SEA;Malaysia;2020-05-25;7417;172;115;0
SEA;Malaysia;2020-05-26;7604;187;115;0
SEA;Malaysia;2020-05-27;7619;15;115;0
SEA;Malaysia;2020-05-28;7629;10;115;0
SEA;Malaysia;2020-05-29;7732;103;115;0
SEA;Malaysia;2020-05-30;7762;30;115;0
SEA;Malaysia;2020-05-31;7819;57;115;0
SEA;Malaysia;2020-06-01;7857;38;115;0
SEA;Malaysia;2020-06-02;7877;20;115;0
SEA;Malaysia;2020-06-03;7970;93;115;0
SEA;Malaysia;2020-06-04;8247;277;116;1
SEA;Malaysia;2020-06-05;8266;19;117;1
SEA;Malaysia;2020-06-06;8303;37;117;0
SEA;Malaysia;2020-06-07;8322;19;117;0
SEA;Malaysia;2020-06-08;8329;7;117;0
SEA;Malaysia;2020-06-09;8336;7;117;0
SEA;Malaysia;2020-06-10;8338;2;118;1
SEA;Malaysia;2020-06-11;8369;31;119;1
SEA;Malaysia;2020-06-12;8402;33;121;2
SEA;Malaysia;2020-06-13;8445;43;121;0
SEA;Malaysia;2020-06-14;8453;8;121;0
SEA;Malaysia;2020-06-15;8494;41;121;0
SEA;Malaysia;2020-06-16;8505;11;121;0
SEA;Malaysia;2020-06-17;8515;10;121;0
SEA;Malaysia;2020-06-18;8529;14;121;0
SEA;Malaysia;2020-06-19;8535;6;121;0
SEA;Malaysia;2020-06-20;8556;21;121;0
SEA;Malaysia;2020-06-21;8572;16;121;0
SEA;Malaysia;2020-06-22;8587;15;121;0
SEA;Malaysia;2020-06-23;8590;3;121;0
SEA;Malaysia;2020-06-24;8596;6;121;0
SEA;Malaysia;2020-06-25;8600;4;121;0
SEA;Malaysia;2020-06-26;8606;6;121;0
SEA;Malaysia;2020-06-27;8616;10;121;0
SEA;Malaysia;2020-06-28;8634;18;121;0
SEA;Malaysia;2020-06-29;8637;3;121;0
SEA;Malaysia;2020-06-30;8639;2;121;0
SEA;Malaysia;2020-07-01;8640;1;121;0
SEA;Malaysia;2020-07-02;8643;3;121;0
SEA;Malaysia;2020-07-03;8648;5;121;0
SEA;Malaysia;2020-07-04;8658;10;121;0
SEA;Malaysia;2020-07-05;8663;5;121;0
SEA;Malaysia;2020-07-06;8668;5;121;0
SEA;Malaysia;2020-07-07;8674;6;121;0
SEA;Malaysia;2020-07-08;8677;3;121;0
SEA;Malaysia;2020-07-09;8683;6;121;0
SEA;Malaysia;2020-07-10;8696;13;122;1
SEA;Malaysia;2020-07-11;8704;8;122;0
SEA;Malaysia;2020-07-12;8718;14;122;0
SEA;Malaysia;2020-07-13;8725;7;122;0
SEA;Malaysia;2020-07-14;8729;4;122;0
SEA;Malaysia;2020-07-15;8734;5;122;0
SEA;Malaysia;2020-07-16;8737;3;122;0
SEA;Malaysia;2020-07-17;8755;18;123;1
SEA;Malaysia;2020-07-18;8764;9;123;0
SEA;Malaysia;2020-07-19;8779;15;123;0
SEA;Malaysia;2020-07-20;8800;21;123;0
SEA;Malaysia;2020-07-21;8815;15;123;0
SEA;Malaysia;2020-07-22;8831;16;123;0
SEA;Malaysia;2020-07-23;8840;9;123;0
SEA;Malaysia;2020-07-24;8861;21;123;0
SEA;Malaysia;2020-07-25;8884;23;123;0
SEA;Malaysia;2020-07-26;8897;13;124;1
SEA;Malaysia;2020-07-27;8904;7;124;0
SEA;Malaysia;2020-07-28;8943;39;124;0
SEA;Malaysia;2020-07-29;8956;13;125;1
SEA;Malaysia;2020-07-30;8964;8;125;0
SEA;Malaysia;2020-07-31;8976;12;125;0
SEA;Malaysia;2020-08-01;8985;9;125;0
SEA;Malaysia;2020-08-02;8999;14;125;0
SEA;Malaysia;2020-08-03;9001;2;125;0
SEA;Malaysia;2020-08-04;9002;1;125;0
SEA;Malaysia;2020-08-05;9023;21;125;0
SEA;Malaysia;2020-08-06;9038;15;125;0
SEA;Malaysia;2020-08-07;9063;25;125;0
SEA;Malaysia;2020-08-08;9070;7;125;0
SEA;Malaysia;2020-08-09;9083;13;125;0
SEA;Malaysia;2020-08-10;9094;11;125;0
SEA;Malaysia;2020-08-11;9103;9;125;0
SEA;Malaysia;2020-08-12;9114;11;125;0
SEA;Malaysia;2020-08-13;9129;15;125;0
SEA;Malaysia;2020-08-14;9149;20;125;0
SEA;Malaysia;2020-08-15;9175;26;125;0
SEA;Malaysia;2020-08-16;9200;25;125;0
SEA;Malaysia;2020-08-17;9212;12;125;0
SEA;Malaysia;2020-08-18;9219;7;125;0
SEA;Malaysia;2020-08-19;9235;16;125;0
SEA;Malaysia;2020-08-20;9240;5;125;0
SEA;Malaysia;2020-08-21;9249;9;125;0
SEA;Malaysia;2020-08-22;9257;8;125;0
SEA;Malaysia;2020-08-23;9267;10;125;0
SEA;Malaysia;2020-08-24;9274;7;125;0
SEA;Malaysia;2020-08-25;9285;11;125;0
SEA;Malaysia;2020-08-26;9291;6;125;0
SEA;Malaysia;2020-08-27;9296;5;125;0
SEA;Malaysia;2020-08-28;9306;10;125;0
SEA;Malaysia;2020-08-29;9317;11;126;1
SEA;Malaysia;2020-08-30;9334;17;127;1
SEA;Malaysia;2020-08-31;9340;6;127;0
SEA;Malaysia;2020-09-01;9354;14;128;1
SEA;Malaysia;2020-09-02;9360;6;128;0
SEA;Malaysia;2020-09-03;9374;14;128;0
SEA;Malaysia;2020-09-04;9385;11;128;0
SEA;Malaysia;2020-09-05;9391;6;128;0
SEA;Malaysia;2020-09-06;9397;6;128;0
SEA;Malaysia;2020-09-07;9459;62;128;0
SEA;Malaysia;2020-09-08;9559;100;128;0
SEA;Malaysia;2020-09-09;9583;24;128;0
SEA;Malaysia;2020-09-10;9628;45;128;0
SEA;Malaysia;2020-09-11;9810;182;128;0
SEA;Malaysia;2020-09-12;9868;58;128;0
SEA;Malaysia;2020-09-13;9915;47;128;0
SEA;Malaysia;2020-09-14;9946;31;129;1
SEA;Malaysia;2020-09-15;9969;23;129;0
SEA;Malaysia;2020-09-16;10031;62;129;0
SEA;Malaysia;2020-09-17;10052;21;129;0
SEA;Malaysia;2020-09-18;10147;95;130;1
SEA;Malaysia;2020-09-19;10167;20;131;1
SEA;Malaysia;2020-09-20;10219;52;131;0
SEA;Malaysia;2020-09-21;10276;57;131;0
SEA;Malaysia;2020-09-22;10358;82;132;1
SEA;Malaysia;2020-09-23;10505;147;133;1
SEA;Malaysia;2020-09-24;10576;71;133;0
SEA;Malaysia;2020-09-25;10687;111;133;0
SEA;Malaysia;2020-09-26;10769;82;134;1
SEA;Malaysia;2020-09-27;10919;150;135;1
SEA;Malaysia;2020-09-28;11034;115;136;1
SEA;Malaysia;2020-09-29;11135;101;136;0
SEA;Malaysia;2020-09-30;11224;89;136;0
SEA;Malaysia;2020-10-01;11484;260;136;0
SEA;Malaysia;2020-10-02;11771;287;138;2
SEA;Malaysia;2020-10-03;12088;317;139;1
SEA;Malaysia;2020-10-04;12381;293;141;2
SEA;Malaysia;2020-10-05;12813;432;144;3
SEA;Malaysia;2020-10-06;13504;691;145;1
SEA;Malaysia;2020-10-07;13993;489;148;3
SEA;Malaysia;2020-10-08;14368;375;153;5
SEA;Malaysia;2020-10-09;14722;354;157;4
SEA;Malaysia;2020-10-10;15096;374;160;3
SEA;Malaysia;2020-10-11;15657;561;163;3
SEA;Malaysia;2020-10-12;16220;563;166;3
SEA;Malaysia;2020-10-13;16880;660;170;4
SEA;Malaysia;2020-10-14;17540;660;174;4
SEA;Malaysia;2020-10-15;18129;589;176;2
SEA;Malaysia;2020-10-16;18758;629;182;6
SEA;Malaysia;2020-10-17;19627;869;188;6
SEA;Malaysia;2020-10-18;20498;871;190;2
SEA;Malaysia;2020-10-19;21363;865;197;7
SEA;Malaysia;2020-10-20;22225;862;201;4
SEA;Malaysia;2020-10-21;22957;732;208;7
SEA;Malaysia;2020-10-22;23804;847;219;11
SEA;Malaysia;2020-10-23;24514;710;228;9
SEA;Malaysia;2020-10-24;25742;1228;231;3
SEA;Malaysia;2020-10-25;26565;823;237;6
SEA;Malaysia;2020-10-26;27805;1240;239;2
SEA;Malaysia;2020-10-27;28640;835;241;2
SEA;Malaysia;2020-10-28;29441;801;251;10
SEA;Malaysia;2020-10-29;30090;649;255;4
SEA;Malaysia;2020-10-30;30889;799;258;3
SEA;Malaysia;2020-10-31;31548;659;263;5
SEA;Malaysia;2020-11-01;32505;957;266;3
SEA;Malaysia;2020-11-02;33339;834;268;2
SEA;Malaysia;2020-11-03;34393;1054;270;2
SEA;Malaysia;2020-11-04;35425;1032;271;1
SEA;Malaysia;2020-11-05;36434;1009;277;6
SEA;Malaysia;2020-11-06;38189;1755;279;2
SEA;Malaysia;2020-11-07;39357;1168;282;3
SEA;Malaysia;2020-11-08;40209;852;286;4
SEA;Malaysia;2020-11-09;41181;972;294;8
SEA;Malaysia;2020-11-10;42050;869;300;6
SEA;Malaysia;2020-11-11;42872;822;302;2
SEA;Malaysia;2020-11-12;43791;919;303;1
SEA;Malaysia;2020-11-13;45095;1304;304;1
SEA;Malaysia;2020-11-14;46209;1114;306;2
SEA;Malaysia;2020-11-15;47417;1208;309;3
SEA;Malaysia;2020-11-16;48520;1103;313;4
SEA;Malaysia;2020-11-17;49730;1210;318;5
SEA;Malaysia;2020-11-18;50390;660;322;4
SEA;Malaysia;2020-11-19;51680;1290;326;4
SEA;Malaysia;2020-11-20;52638;958;329;3
SEA;Malaysia;2020-11-21;53679;1041;332;3
SEA;Malaysia;2020-11-22;54775;1096;335;3
SEA;Malaysia;2020-11-23;56659;1884;337;2
SEA;Malaysia;2020-11-24;58847;2188;341;4
SEA;Malaysia;2020-11-25;59817;970;345;4
SEA;Malaysia;2020-11-26;60752;935;348;3
SEA;Malaysia;2020-11-27;61861;1109;350;2
SEA;Malaysia;2020-11-28;63176;1315;354;4
SEA;Malaysia;2020-11-29;64485;1309;357;3
SEA;Malaysia;2020-11-30;65697;1212;360;3
SEA;Malaysia;2020-12-01;67169;1472;362;2
SEA;Malaysia;2020-12-02;68020;851;364;2
SEA;Malaysia;2020-12-03;69095;1075;375;11
SEA;Malaysia;2020-12-04;70236;1141;375;0
SEA;Malaysia;2020-12-05;71359;1123;379;4
SEA;Malaysia;2020-12-06;72694;1335;382;3
SEA;Malaysia;2020-12-07;74294;1600;384;2
SEA;Malaysia;2020-12-08;75306;1012;388;4
SEA;Malaysia;2020-12-09;76265;959;393;5
SEA;Malaysia;2020-12-10;78499;2234;396;3
SEA;Malaysia;2020-12-11;80309;1810;402;6
SEA;Malaysia;2020-12-12;82246;1937;411;9
SEA;Malaysia;2020-12-13;83475;1229;415;4
SEA;Malaysia;2020-12-14;84846;1371;419;4
SEA;Malaysia;2020-12-15;86618;1772;422;3
SEA;Malaysia;2020-12-16;87913;1295;429;7
SEA;Malaysia;2020-12-17;89133;1220;432;3
SEA;Malaysia;2020-12-18;90816;1683;432;0
SEA;Malaysia;2020-12-19;91969;1153;433;1
SEA;Malaysia;2020-12-20;93309;1340;437;4
SEA;Malaysia;2020-12-21;95327;2018;438;1
SEA;Malaysia;2020-12-22;97389;2062;439;1
SEA;Malaysia;2020-12-23;98737;1348;444;5
SEA;Malaysia;2020-12-24;100318;1581;446;2
SEA;Malaysia;2020-12-25;101565;1247;449;3
SEA;Malaysia;2020-12-26;103900;2335;451;2
SEA;Malaysia;2020-12-27;105096;1196;452;1
SEA;Malaysia;2020-12-28;106690;1594;455;3
SEA;Malaysia;2020-12-29;108615;1925;457;2
SEA;Malaysia;2020-12-30;110485;1870;463;6
SEA;Malaysia;2020-12-31;113010;2525;471;8
SEA;Malaysia;2021-01-01;115078;2068;474;3
SEA;Malaysia;2021-01-02;117373;2295;483;9
SEA;Malaysia;2021-01-03;119077;1704;494;11
SEA;Malaysia;2021-01-04;120818;1741;501;7
SEA;Malaysia;2021-01-05;122845;2027;512;11
SEA;Malaysia;2021-01-06;125438;2593;513;1
SEA;Malaysia;2021-01-07;128465;3027;521;8
SEA;Malaysia;2021-01-08;131108;2643;537;16
SEA;Malaysia;2021-01-09;133559;2451;542;5
SEA;Malaysia;2021-01-10;135992;2433;551;9
SEA;Malaysia;2021-01-11;138224;2232;555;4
SEA;Malaysia;2021-01-12;141533;3309;559;4
SEA;Malaysia;2021-01-13;144518;2985;563;4
SEA;Malaysia;2021-01-14;147855;3337;578;15
SEA;Malaysia;2021-01-15;151066;3211;586;8
SEA;Malaysia;2021-01-16;155095;4029;594;8
SEA;Malaysia;2021-01-17;158434;3339;601;7
SEA;Malaysia;2021-01-18;161740;3306;605;4
SEA;Malaysia;2021-01-19;165371;3631;619;14
SEA;Malaysia;2021-01-20;169379;4008;630;11
SEA;Malaysia;2021-01-21;172549;3170;642;12
SEA;Malaysia;2021-01-22;176180;3631;660;18
SEA;Malaysia;2021-01-23;180455;4275;667;7
SEA;Malaysia;2021-01-24;183801;3346;678;11
SEA;Malaysia;2021-01-25;186849;3048;689;11
SEA;Malaysia;2021-01-26;190434;3585;700;11
SEA;Malaysia;2021-01-27;194114;3680;707;7
SEA;Malaysia;2021-01-28;198208;4094;717;10
SEA;Malaysia;2021-01-29;203933;5725;733;16
SEA;Malaysia;2021-01-30;209661;5728;746;13
SEA;Malaysia;2021-01-31;214959;5298;760;14
